LICENSE PLATE,VIN,MAKE,MODEL,COVERAGE VALID FROM,COVERAGE VALID TO,COUNTRY
,LGXCE4CB3N2125902,BYD,ATTO 3,16/05/2023,15/05/2027,SE
,LGXCE4CB3N2125883,BYD,ATTO 3,20/04/2023,19/04/2027,SE
,LGXCE4CB3N2125866,BYD,ATTO 3,29/06/2023,28/06/2027,SE
,LGXCE4CB3N2125852,BYD,ATTO 3,26/07/2023,25/07/2027,SE
,LGXCE4CB3N2125849,BYD,ATTO 3,3/7/2023,2/7/2027,SE
,LGXCE4CB3N2125835,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2125821,BYD,ATTO 3,23/12/2022,22/12/2026,DE
,LGXCE4CB3N2125818,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2125804,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2125799,BYD,ATTO 3,5/7/2023,4/7/2027,SE
,LGXCE4CB3N2125785,BYD,ATTO 3,11/7/2023,10/7/2027,SE
,LGXCE4CB3N2125771,BYD,ATTO 3,31/03/2023,30/03/2027,SE
,LGXCE4CB3N2125768,BYD,ATTO 3,19/06/2023,18/06/2027,SE
,LGXCE4CB3N2125754,BYD,ATTO 3,5/4/2023,4/4/2027,SE
,LGXCE4CB3N2125740,BYD,ATTO 3,30/06/2023,29/06/2027,SE
,LGXCE4CB3N2125737,BYD,ATTO 3,30/06/2023,29/06/2027,SE
,LGXCE4CB3N2125723,BYD,ATTO 3,9/2/2024,8/2/2028,BE
,LGXCE4CB3N2125690,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2125687,BYD,ATTO 3,17/01/2023,16/01/2027,AT
,LGXCE4CB3N2125513,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2125494,BYD,ATTO 3,23/02/2024,22/02/2028,BE
,LGXCE4CB3N2125480,BYD,ATTO 3,23/12/2022,22/12/2026,DE
,LGXCE4CB3N2125477,BYD,ATTO 3,22/12/2022,21/12/2026,SE
,LGXCE4CB3N2125463,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2125446,BYD,ATTO 3,4/1/2024,3/1/2028,BE
,LGXCE4CB3N2125432,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2125429,BYD,ATTO 3,29/06/2023,28/06/2027,SE
,LGXCE4CB3N2125415,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2125401,BYD,ATTO 3,15/12/2022,14/12/2026,DE
,LGXCE4CB3N2125396,BYD,ATTO 3,30/10/2023,29/10/2027,BE
,LGXCE4CB3N2125382,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB3N2125379,BYD,ATTO 3,29/02/2024,28/02/2028,BE
,LGXCE4CB3N2125351,BYD,ATTO 3,6/4/2023,5/4/2027,SE
,LGXCE4CB3N2125348,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2125334,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB3N2125320,BYD,ATTO 3,11/5/2023,10/5/2027,DE
,LGXCE4CB3N2125317,BYD,ATTO 3,11/7/2023,10/7/2027,SE
,LGXCE4CB3N2125303,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB3N2125284,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB3N2125270,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2125060,BYD,ATTO 3,20/09/2023,19/09/2027,DE
,LGXCE4CB3N2125057,BYD,ATTO 3,3/2/2023,2/2/2027,NL
,LGXCE4CB3N2125009,BYD,ATTO 3,29/02/2024,28/02/2028,BE
,LGXCE4CB3N2110932,BYD,ATTO 3,9/12/2022,8/12/2026,DE
,LGXCE4CB3N2110929,BYD,ATTO 3,11/10/2023,10/10/2027,DE
,LGXCE4CB3N2110915,BYD,ATTO 3,9/12/2022,8/12/2026,DE
,LGXCE4CB3N2110896,BYD,ATTO 3,2/6/2023,1/6/2027,DE
,LGXCE4CB3N2110879,BYD,ATTO 3,27/03/2023,26/03/2027,NL
,LGXCE4CB3N2110865,BYD,ATTO 3,1/9/2023,31/08/2027,DE
,LGXCE4CB3N2110851,BYD,ATTO 3,29/12/2022,28/12/2026,DE
,LGXCE4CB3N2110820,BYD,ATTO 3,3/1/2023,2/1/2027,DE
,LGXCE4CB3N2110817,BYD,ATTO 3,2/6/2023,1/6/2027,DE
,LGXCE4CB3N2110753,BYD,ATTO 3,25/05/2023,24/05/2027,AT
,LGXCE4CB3N2110316,BYD,ATTO 3,27/04/2023,26/04/2027,DE
,LGXCE4CB3N2108341,BYD,ATTO 3,1/9/2023,31/08/2027,DE
,LGXCE4CB3N2108324,BYD,ATTO 3,18/08/2023,17/08/2027,DE
,LGXCE4CB3N2108307,BYD,ATTO 3,15/12/2022,14/12/2026,DE
,LGXCE4CB3N2108212,BYD,ATTO 3,22/09/2023,21/09/2027,DE
,LGXCE4CB3N2108209,BYD,ATTO 3,28/06/2023,27/06/2027,SE
,LGXCE4CB3N2108193,BYD,ATTO 3,30/06/2023,29/06/2027,SE
,LGXCE4CB3N2108131,BYD,ATTO 3,9/2/2023,8/2/2027,SE
,LGXCE4CB3N2108100,BYD,ATTO 3,2/6/2023,1/6/2027,DE
,LGXCE4CB3N2105908,BYD,ATTO 3,11/1/2024,10/1/2028,BE
,LGXCE4CB3N2102734,BYD,ATTO 3,24/07/2023,23/07/2027,BE
,LGXCE4CB3N2096157,BYD,ATTO 3,14/02/2024,13/02/2028,FR
,LGXCE4CB3N2096062,BYD,ATTO 3,31/07/2023,30/07/2027,SE
,LGXCE4CB3N2096031,BYD,ATTO 3,22/06/2023,21/06/2027,AT
,LGXCE4CB3N2096028,BYD,ATTO 3,16/11/2023,15/11/2027,DK
,LGXCE4CB3N2095980,BYD,ATTO 3,23/11/2023,22/11/2027,DE
,LGXCE4CB3N2095946,BYD,ATTO 3,6/2/2023,5/2/2027,DE
,LGXCE4CB3N2095932,BYD,ATTO 3,18/01/2023,17/01/2027,DE
,LGXCE4CB3N2095929,BYD,ATTO 3,23/01/2023,22/01/2027,DE
,LGXCE4CB3N2095915,BYD,ATTO 3,21/09/2023,20/09/2027,DK
,LGXCE4CB3N2095901,BYD,ATTO 3,27/01/2023,26/01/2027,DE
,LGXCE4CB3N2095896,BYD,ATTO 3,10/2/2023,9/2/2027,DE
,LGXCE4CB3N2095882,BYD,ATTO 3,31/03/2023,30/03/2027,SE
,LGXCE4CB3N2095865,BYD,ATTO 3,25/11/2022,24/11/2026,DE
,LGXCE4CB3N2095851,BYD,ATTO 3,26/01/2023,25/01/2027,DE
,LGXCE4CB3N2095848,BYD,ATTO 3,2/1/2023,1/1/2027,DE
,LGXCE4CB3N2095834,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2094991,BYD,ATTO 3,5/1/2024,4/1/2028,BE
,LGXCE4CB3N2094988,BYD,ATTO 3,30/10/2023,29/10/2027,BE
,LGXCE4CB3N2094408,BYD,ATTO 3,9/3/2023,8/3/2027,BE
,LGXCE4CB3N2093971,BYD,ATTO 3,7/9/2023,6/9/2027,NL
,LGXCE4CB3N2093937,BYD,ATTO 3,8/5/2023,7/5/2027,DE
,LGXCE4CB3N2093887,BYD,ATTO 3,26/09/2023,25/09/2027,NL
,LGXCE4CB3N2093825,BYD,ATTO 3,21/12/2022,20/12/2026,SE
,LGXCE4CB3N2093811,BYD,ATTO 3,1/11/2023,31/10/2027,DK
,LGXCE4CB3N2093808,BYD,ATTO 3,13/02/2023,12/2/2027,DE
,LGXCE4CB3N2093792,BYD,ATTO 3,9/2/2023,8/2/2027,DE
,LGXCE4CB3N2093789,BYD,ATTO 3,24/02/2023,23/02/2027,DK
,LGXCE4CB3N2093775,BYD,ATTO 3,20/12/2022,19/12/2026,DE
,LGXCE4CB3N2093761,BYD,ATTO 3,20/01/2023,19/01/2027,DE
,LGXCE4CB3N2093758,BYD,ATTO 3,19/01/2023,18/01/2027,DE
,LGXCE4CB3N2091282,BYD,ATTO 3,23/01/2023,22/01/2027,DE
,LGXCE4CB3N2091279,BYD,ATTO 3,20/07/2023,19/07/2027,DE
,LGXCE4CB3N2091265,BYD,ATTO 3,17/01/2023,16/01/2027,DE
,LGXCE4CB3N2091251,BYD,ATTO 3,13/02/2023,12/2/2027,DE
,LGXCE4CB3N2091248,BYD,ATTO 3,27/01/2023,26/01/2027,DE
,LGXCE4CB3N2091234,BYD,ATTO 3,18/08/2023,17/08/2027,DE
,LGXCE4CB3N2091220,BYD,ATTO 3,30/11/2022,29/11/2026,DE
,LGXCE4CB3N2091217,BYD,ATTO 3,2/12/2022,1/12/2026,DE
,LGXCE4CB3N2091203,BYD,ATTO 3,13/02/2023,12/2/2027,DE
,LGXCE4CB3N2091198,BYD,ATTO 3,28/11/2022,27/11/2026,DE
,LGXCE4CB3N2091170,BYD,ATTO 3,25/01/2023,24/01/2027,DE
,LGXCE4CB3N2091167,BYD,ATTO 3,12/1/2023,11/1/2027,DE
,LGXCE4CB3N2091136,BYD,ATTO 3,23/01/2023,22/01/2027,DE
,LGXCE4CB3N2091119,BYD,ATTO 3,2/1/2023,1/1/2027,DE
,LGXCE4CB3N2091105,BYD,ATTO 3,14/07/2023,13/07/2027,DE
,LGXCE4CB3N2091086,BYD,ATTO 3,30/10/2023,29/10/2027,BE
,LGXCE4CB3N2091072,BYD,ATTO 3,1/12/2022,30/11/2026,DE
,LGXCE4CB3N2091069,BYD,ATTO 3,11/1/2023,10/1/2027,DE
,LGXCE4CB3N2091055,BYD,ATTO 3,2/1/2023,1/1/2027,DE
,LGXCE4CB3N2091041,BYD,ATTO 3,24/01/2024,23/01/2028,BE
,LGXCE4CB3N2091038,BYD,ATTO 3,25/01/2023,24/01/2027,DE
,LGXCE4CB3N2091024,BYD,ATTO 3,9/2/2023,8/2/2027,BE
,LGXCE4CB3N2091010,BYD,ATTO 3,24/08/2023,23/08/2027,BE
,LGXCE4CB3N2091007,BYD,ATTO 3,20/02/2023,19/02/2027,DE
,LGXCE4CB3N2090990,BYD,ATTO 3,23/12/2022,22/12/2026,SE
,LGXCE4CB3N2090987,BYD,ATTO 3,6/2/2023,5/2/2027,DE
,LGXCE4CB3N2090973,BYD,ATTO 3,1/3/2023,28/02/2027,DE
,LGXCE4CB3N2090942,BYD,ATTO 3,10/2/2023,9/2/2027,DE
,LGXCE4CB3N2090939,BYD,ATTO 3,23/03/2023,22/03/2027,NL
,LGXCE4CB3N2090925,BYD,ATTO 3,16/12/2022,15/12/2026,DE
,LGXCE4CB3N2090813,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2090794,BYD,ATTO 3,14/04/2023,13/04/2027,BE
,LGXCE4CB3N2090780,BYD,ATTO 3,20/07/2023,19/07/2027,BE
,LGXCE4CB3N2090777,BYD,ATTO 3,7/2/2023,6/2/2027,DE
,LGXCE4CB3N2090763,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2089581,BYD,ATTO 3,20/01/2023,19/01/2027,DE
,LGXCE4CB3N2089578,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2089564,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2089550,BYD,ATTO 3,7/7/2023,6/7/2027,BE
,LGXCE4CB3N2089533,BYD,ATTO 3,1/12/2022,30/11/2026,DE
,LGXCE4CB3N2089516,BYD,ATTO 3,23/12/2022,22/12/2026,SE
,LGXCE4CB3N2089502,BYD,ATTO 3,22/12/2022,21/12/2026,SE
,LGXCE4CB3N2089497,BYD,ATTO 3,24/06/2023,23/06/2027,BE
,LGXCE4CB3N2089483,BYD,ATTO 3,10/2/2023,9/2/2027,DE
,LGXCE4CB3N2089466,BYD,ATTO 3,27/01/2023,26/01/2027,DE
,LGXCE4CB3N2089452,BYD,ATTO 3,1/12/2022,30/11/2026,DE
,LGXCE4CB3N2089449,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2089435,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2089421,BYD,ATTO 3,22/02/2023,21/02/2027,DE
,LGXCE4CB3N2089418,BYD,ATTO 3,30/11/2022,29/11/2026,DE
,LGXCE4CB3N2089404,BYD,ATTO 3,16/12/2022,15/12/2026,DE
,LGXCE4CB3N2089399,BYD,ATTO 3,8/2/2023,7/2/2027,DE
,LGXCE4CB3N2089385,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2089371,BYD,ATTO 3,16/12/2022,15/12/2026,SE
,LGXCE4CB3N2089368,BYD,ATTO 3,21/12/2022,20/12/2026,SE
,LGXCE4CB3N2089354,BYD,ATTO 3,1/9/2023,31/08/2027,DE
,LGXCE4CB3N2088673,BYD,ATTO 3,4/8/2023,3/8/2027,DE
,LGXCE4CB3N2088656,BYD,ATTO 3,15/12/2022,14/12/2026,DK
,LGXCE4CB3N2088642,BYD,ATTO 3,18/08/2023,17/08/2027,DE
,LGXCE4CB3N2088639,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2088625,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2088611,BYD,ATTO 3,22/02/2023,21/02/2027,DE
,LGXCE4CB3N2088608,BYD,ATTO 3,16/12/2022,15/12/2026,SE
,LGXCE4CB3N2088592,BYD,ATTO 3,2/12/2022,1/12/2026,DE
,LGXCE4CB3N2088589,BYD,ATTO 3,20/12/2022,19/12/2026,SE
,LGXCE4CB3N2088575,BYD,ATTO 3,27/12/2022,26/12/2026,SE
,LGXCE4CB3N2088561,BYD,ATTO 3,25/01/2023,24/01/2027,DE
,LGXCE4CB3N2088558,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2088544,BYD,ATTO 3,25/11/2022,24/11/2026,DE
,LGXCE4CB3N2088530,BYD,ATTO 3,18/01/2023,17/01/2027,DE
,LGXCE4CB3N2088527,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2088494,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2088477,BYD,ATTO 3,16/12/2022,15/12/2026,SE
,LGXCE4CB3N2088432,BYD,ATTO 3,13/02/2023,12/2/2027,DE
,LGXCE4CB3N2088303,BYD,ATTO 3,26/01/2023,25/01/2027,DE
,LGXCE4CB3N2088205,BYD,ATTO 3,7/2/2023,6/2/2027,DE
,LGXCE4CB3N2088186,BYD,ATTO 3,7/4/2023,6/4/2027,BE
,LGXCE4CB3N2088172,BYD,ATTO 3,23/01/2023,22/01/2027,DE
,LGXCE4CB3N2088169,BYD,ATTO 3,1/12/2022,30/11/2026,DE
,LGXCE4CB3N2088155,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2088124,BYD,ATTO 3,16/02/2023,15/02/2027,DE
,LGXCE4CB3N2084915,BYD,ATTO 3,30/10/2023,29/10/2027,UK
,LGXCE4CB3N2084901,BYD,ATTO 3,19/10/2023,18/10/2027,UK
,LGXCE4CB3N2084896,BYD,ATTO 3,28/11/2023,27/11/2027,UK
,LGXCE4CB3N2084882,BYD,ATTO 3,25/09/2023,24/09/2027,UK
,LGXCE4CB3N2084879,BYD,ATTO 3,30/03/2023,29/03/2027,UK
,LGXCE4CB3N2084851,BYD,ATTO 3,30/11/2023,29/11/2027,UK
,LGXCE4CB3N2084848,BYD,ATTO 3,28/11/2023,27/11/2027,UK
,LGXCE4CB3N2084834,BYD,ATTO 3,3/3/2023,2/3/2027,UK
,LGXCE4CB3N2084820,BYD,ATTO 3,6/1/2024,5/1/2028,UK
,LGXCE4CB3N2084817,BYD,ATTO 3,29/09/2023,28/09/2027,UK
,LGXCE4CB3N2084803,BYD,ATTO 3,25/11/2023,24/11/2027,UK
,LGXCE4CB3N2084798,BYD,ATTO 3,9/1/2024,8/1/2028,UK
,LGXCE4CB3N2084784,BYD,ATTO 3,29/01/2024,28/01/2028,UK
,LGXCE4CB3N2084770,BYD,ATTO 3,28/11/2023,27/11/2027,UK
,LGXCE4CB3N2084767,BYD,ATTO 3,28/11/2023,27/11/2027,UK
,LGXCE4CB3N2084753,BYD,ATTO 3,22/10/2023,21/10/2027,UK
,LGXCE4CB3N2084686,BYD,ATTO 3,3/3/2023,2/3/2027,UK
,LGXCE4CB3N2084638,BYD,ATTO 3,14/02/2024,13/02/2028,UK
,LGXCE4CB3N2084624,BYD,ATTO 3,11/3/2024,10/3/2028,UK
,LGXCE4CB3N2084610,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084607,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084591,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084588,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084574,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084560,BYD,ATTO 3,12/9/2023,11/9/2027,UK
,LGXCE4CB3N2084557,BYD,ATTO 3,21/12/2023,20/12/2027,UK
,LGXCE4CB3N2084543,BYD,ATTO 3,29/12/2023,28/12/2027,UK
,LGXCE4CB3N2084526,BYD,ATTO 3,13/03/2024,12/3/2028,UK
,LGXCE4CB3N2084512,BYD,ATTO 3,19/09/2023,18/09/2027,UK
,LGXCE4CB3N2084509,BYD,ATTO 3,24/12/2023,23/12/2027,UK
,LGXCE4CB3N2084493,BYD,ATTO 3,12/1/2024,11/1/2028,UK
,LGXCE4CB3N2084476,BYD,ATTO 3,20/12/2023,19/12/2027,UK
,LGXCE4CB3N2084462,BYD,ATTO 3,29/04/2023,28/04/2027,UK
,LGXCE4CB3N2084459,BYD,ATTO 3,8/1/2024,7/1/2028,UK
,LGXCE4CB3N2084445,BYD,ATTO 3,5/3/2024,4/3/2028,UK
,LGXCE4CB3N2083800,BYD,ATTO 3,28/02/2023,27/02/2027,AT
,LGXCE4CB3N2083781,BYD,ATTO 3,11/1/2023,10/1/2027,DE
,LGXCE4CB3N2083764,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2083747,BYD,ATTO 3,9/2/2023,8/2/2027,NL
,LGXCE4CB3N2083716,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2083702,BYD,ATTO 3,12/6/2023,11/6/2027,DE
,LGXCE4CB3N2083697,BYD,ATTO 3,9/1/2023,8/1/2027,DE
,LGXCE4CB3N2083683,BYD,ATTO 3,16/08/2023,15/08/2027,SE
,LGXCE4CB3N2083652,BYD,ATTO 3,16/02/2023,15/02/2027,DE
,LGXCE4CB3N2083649,BYD,ATTO 3,20/09/2023,19/09/2027,DK
,LGXCE4CB3N2083635,BYD,ATTO 3,21/08/2023,20/08/2027,SE
,LGXCE4CB3N2083621,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2083618,BYD,ATTO 3,29/09/2023,28/09/2027,DE
,LGXCE4CB3N2083604,BYD,ATTO 3,3/3/2023,2/3/2027,NL
,LGXCE4CB3N2083506,BYD,ATTO 3,17/02/2023,16/02/2027,NL
,LGXCE4CB3N2083490,BYD,ATTO 3,16/02/2023,15/02/2027,DE
,LGXCE4CB3N2083487,BYD,ATTO 3,13/01/2023,12/1/2027,DE
,LGXCE4CB3N2083473,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2083456,BYD,ATTO 3,20/01/2023,19/01/2027,DE
,LGXCE4CB3N2083442,BYD,ATTO 3,27/12/2022,26/12/2026,SE
,LGXCE4CB3N2083425,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2083411,BYD,ATTO 3,11/1/2023,10/1/2027,DE
,LGXCE4CB3N2083392,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2083389,BYD,ATTO 3,21/12/2022,20/12/2026,SE
,LGXCE4CB3N2083375,BYD,ATTO 3,12/1/2023,11/1/2027,DE
,LGXCE4CB3N2083361,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2083358,BYD,ATTO 3,13/02/2023,12/2/2027,DE
,LGXCE4CB3N2083344,BYD,ATTO 3,2/2/2023,1/2/2027,DE
,LGXCE4CB3N2083330,BYD,ATTO 3,2/2/2023,1/2/2027,DE
,LGXCE4CB3N2083327,BYD,ATTO 3,27/01/2023,26/01/2027,DE
,LGXCE4CB3N2083313,BYD,ATTO 3,16/02/2023,15/02/2027,DE
,LGXCE4CB3N2083294,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2083280,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2083277,BYD,ATTO 3,31/07/2023,30/07/2027,SE
,LGXCE4CB3N2083263,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2083246,BYD,ATTO 3,20/12/2022,19/12/2026,SE
,LGXCE4CB3N2083232,BYD,ATTO 3,19/12/2022,18/12/2026,SE
,LGXCE4CB3N2083229,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2083215,BYD,ATTO 3,9/6/2023,8/6/2027,SE
,LGXCE4CB3N2083201,BYD,ATTO 3,17/03/2023,16/03/2027,ES
,LGXCE4CB3N2082873,BYD,ATTO 3,30/01/2023,29/01/2027,SE
,LGXCE4CB3N2082856,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2082842,BYD,ATTO 3,9/2/2023,8/2/2027,BE
,LGXCE4CB3N2082839,BYD,ATTO 3,16/02/2023,15/02/2027,DE
,LGXCE4CB3N2082825,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2082808,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2082792,BYD,ATTO 3,29/12/2022,28/12/2026,SE
,LGXCE4CB3N2082789,BYD,ATTO 3,21/04/2023,20/04/2027,SE
,LGXCE4CB3N2082775,BYD,ATTO 3,13/01/2023,12/1/2027,DE
,LGXCE4CB3N2082761,BYD,ATTO 3,26/01/2023,25/01/2027,DE
,LGXCE4CB3N2082758,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2082744,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2082730,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2082727,BYD,ATTO 3,31/07/2023,30/07/2027,BE
,LGXCE4CB3N2082694,BYD,ATTO 3,15/05/2023,14/05/2027,ES
,LGXCE4CB3N2082680,BYD,ATTO 3,2/6/2023,1/6/2027,AT
,LGXCE4CB3N2082677,BYD,ATTO 3,10/1/2023,9/1/2027,DE
,LGXCE4CB3N2082663,BYD,ATTO 3,20/09/2023,19/09/2027,DK
,LGXCE4CB3N2082632,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2082629,BYD,ATTO 3,5/7/2023,4/7/2027,DE
,LGXCE4CB3N2082601,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2082596,BYD,ATTO 3,14/12/2022,13/12/2026,AT
,LGXCE4CB3N2082582,BYD,ATTO 3,24/04/2023,23/04/2027,SE
,LGXCE4CB3N2077981,BYD,ATTO 3,21/12/2023,20/12/2027,UK
,LGXCE4CB3N2074403,BYD,ATTO 3,25/01/2023,24/01/2027,DE
,LGXCE4CB3N2074398,BYD,ATTO 3,19/12/2022,18/12/2026,SE
,LGXCE4CB3N2074384,BYD,ATTO 3,22/12/2022,21/12/2026,SE
,LGXCE4CB3N2074370,BYD,ATTO 3,11/1/2023,10/1/2027,DE
,LGXCE4CB3N2074367,BYD,ATTO 3,20/12/2022,19/12/2026,SE
,LGXCE4CB3N2074353,BYD,ATTO 3,22/12/2022,21/12/2026,SE
,LGXCE4CB3N2074336,BYD,ATTO 3,20/12/2022,19/12/2026,SE
,LGXCE4CB3N2074322,BYD,ATTO 3,27/12/2022,26/12/2026,SE
,LGXCE4CB3N2074319,BYD,ATTO 3,3/2/2023,2/2/2027,DE
,LGXCE4CB3N2074305,BYD,ATTO 3,18/01/2023,17/01/2027,DE
,LGXCE4CB3N2074286,BYD,ATTO 3,17/08/2023,16/08/2027,DK
,LGXCE4CB3N2074272,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2074269,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2073963,BYD,ATTO 3,22/02/2023,21/02/2027,NL
,LGXCE4CB3N2068844,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2068830,BYD,ATTO 3,1/2/2023,31/01/2027,DE
,LGXCE4CB3N2068827,BYD,ATTO 3,21/12/2022,20/12/2026,SE
,LGXCE4CB3N2068813,BYD,ATTO 3,30/11/2022,29/11/2026,SE
,LGXCE4CB3N2068794,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2068780,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2068777,BYD,ATTO 3,28/02/2023,27/02/2027,SE
,LGXCE4CB3N2068763,BYD,ATTO 3,30/12/2022,29/12/2026,SE
,LGXCE4CB3N2068732,BYD,ATTO 3,15/06/2023,14/06/2027,SE
,LGXCE4CB3N2068715,BYD,ATTO 3,1/12/2022,30/11/2026,DE
,LGXCE4CB3N2068701,BYD,ATTO 3,9/2/2023,8/2/2027,DE
,LGXCE4CB3N2068696,BYD,ATTO 3,26/06/2023,25/06/2027,FR
,LGXCE4CB3N2068682,BYD,ATTO 3,31/01/2023,30/01/2027,DE
,LGXCE4CB3N2068679,BYD,ATTO 3,16/01/2023,15/01/2027,DE
,LGXCE4CB3N2068665,BYD,ATTO 3,28/11/2022,27/11/2026,DE
,LGXCE4CB3N2068651,BYD,ATTO 3,2/2/2023,1/2/2027,DE
,LGXCE4CB3N2068648,BYD,ATTO 3,26/01/2023,25/01/2027,DE
,LGXCE4CB3N2068634,BYD,ATTO 3,30/01/2023,29/01/2027,DE
,LGXCE4CB3N2068620,BYD,ATTO 3,25/11/2022,24/11/2026,DE
,LGXCE4CB3N2068617,BYD,ATTO 3,17/01/2023,16/01/2027,DE
,LGXCE4CB3N2068603,BYD,ATTO 3,2/2/2023,1/2/2027,DE
,LGXCE4CB3N2068598,BYD,ATTO 3,23/12/2022,22/12/2026,SE
,LGXCE4CB3N2068584,BYD,ATTO 3,18/01/2023,17/01/2027,DE
,LGXCE4CB3N2068570,BYD,ATTO 3,2/12/2022,1/12/2026,SE
,LGXCE4CB3N2068567,BYD,ATTO 3,11/10/2023,10/10/2027,DE
,LGXCE4CB3N2068553,BYD,ATTO 3,8/11/2022,7/11/2026,SE
,LGXCE4CB3N2068536,BYD,ATTO 3,11/1/2023,10/1/2027,DE
,LGXCE4CB3N2068522,BYD,ATTO 3,20/12/2022,19/12/2026,SE
,LGXCE4CB3N2068519,BYD,ATTO 3,3/2/2023,2/2/2027,NL
,LGXCE4CB3N2068505,BYD,ATTO 3,9/11/2022,8/11/2026,DK
,LGXCE4CB3N2068200,BYD,ATTO 3,26/01/2023,25/01/2027,BE
,LGXCE4CB3N2068195,BYD,ATTO 3,10/2/2023,9/2/2027,SE
,LGXCE4CB3N2068164,BYD,ATTO 3,2/1/2023,1/1/2027,DE
,LGXCE4CB3N2068150,BYD,ATTO 3,3/2/2023,2/2/2027,DK
,LGXCE4CB3N2068147,BYD,ATTO 3,3/8/2023,2/8/2027,DK
,LGXCE4CB3N2068133,BYD,ATTO 3,30/11/2022,29/11/2026,NL
